Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
9/8/13,67,0,0,0.2
9/9/13,63,0,0,-0.3
9/10/13,65,0,0,0.1
9/11/13,65,0,0,0.1
9/12/13,61,0,0,-0.1
9/13/13,61,0.1,0.1,-0.1
9/14/13,63,0,-0.1,-0.2
9/15/13,66,0,0,0.2
9/16/13,67,0,0,0
9/17/13,58,0,0,0.1
9/18/13,49,0,0,-0.1
9/19/13,54,0,0,
9/20/13,62,0,0,
9/21/13,52,0.7,0.7,0.2
9/22/13,46,0,-0.7,0
9/23/13,54,0,0,-0.5
9/24/13,53,0,0,0.4
9/25/13,36,0.8,0.8,-0.1
9/26/13,37,0.2,-0.6,-0.4
9/27/13,42,0,-0.2,11.4
9/28/13,51,0,0,-0.3
9/29/13,54,0,0,-0.4
9/30/13,54,0.1,0.1,-0.7
10/1/13,50,0,-0.1,-0.4
10/2/13,43,0,0,-0.4
10/3/13,37,0,0,-0.5
10/4/13,40,0,0,-0.6
10/5/13,46,0,0,-0.2
10/6/13,56,0.1,0.1,-0.4
10/7/13,56,0,-0.1,0.2
10/8/13,43,0,0,0.3
10/9/13,43,0.1,0.1,-0.5
10/10/13,45,0,-0.1,-0.1
10/11/13,45,0,0,-0.2
10/12/13,46,0,0,-0.3
10/13/13,40,0.3,0.3,0
10/14/13,40,0,-0.3,-0.2
10/15/13,42,0,0,-0.3
10/16/13,45,0.1,0.1,0
10/17/13,49,0,-0.1,0.1
10/18/13,47,0,0,0.1
10/19/13,52,0,0,-0.2
10/20/13,54,0,0,0
10/21/13,52,0,0,0.1
10/22/13,54,0,0,-0.1
10/23/13,55,0,0,0.1
10/24/13,56,0,0,-0.1
10/25/13,55,0,0,-0.3
10/26/13,53,0,0,0.3
10/27/13,48,0.1,0.1,-0.5
10/28/13,34,0.6,0.5,0
10/29/13,32,0.1,-0.5,-0.3
10/30/13,32,0,-0.1,0.1
10/31/13,38,0,0,1.8
11/1/13,43,0,0,2.3
11/2/13,42,0,0,2.4
11/3/13,31,0,0,1.3
11/4/13,31,0.1,0.1,-1.1
11/5/13,36,0,-0.1,-0.3
11/6/13,43,0,0,-0.3
11/7/13,47,0,0,0
11/8/13,45,0,0,-0.3
11/9/13,45,0,0,-0.1
11/10/13,49,0,0,-0.2
11/11/13,53,0,0,-0.4
11/12/13,53,0.1,0.1,-0.2
11/13/13,48,0,-0.1,-0.3
11/14/13,42,0,0,0
11/15/13,33,0,0,-0.5
11/16/13,37,0,0,-0.2
11/17/13,40,0,0,-0.2
11/18/13,43,0,0,-0.1
11/19/13,40,0.2,0.2,-0.2
11/20/13,36,0.4,0.2,1.9
11/21/13,30,0,-0.4,3.6
11/22/13,37,0,0,-1.2
11/23/13,41,0,0,-1
11/24/13,39,0,0,-1
11/25/13,42,0.1,0.1,-0.8
11/26/13,45,0,-0.1,-0.6
11/27/13,44,0,0,-0.1
11/28/13,42,0,0,0
11/29/13,40,0,0,0.3
11/30/13,39,0,0,-0.1
12/1/13,42,0,0,-0.3
12/2/13,42,0.4,0.4,0.2
12/3/13,20,0.1,-0.3,0.9
12/4/13,13,0,-0.1,0.3
12/5/13,10,0,0,-0.4
12/6/13,14,0.3,0.3,-0.3
12/7/13,15,0.4,0.1,-0.7
12/8/13,8,0,-0.4,-0.4
12/9/13,11,0,0,0.2
12/10/13,24,0.1,0.1,-0.2
12/11/13,29,0,-0.1,-0.3
12/12/13,32,0,0,-0.2
12/13/13,34,0,0,-0.2
12/14/13,31,0,0,-0.1
12/15/13,38,0,0,-0.2
12/16/13,44,0,0,-0.2
12/17/13,44,0,0,0.1
12/18/13,40,0,0,-0.1
12/19/13,25,0,0,-0.1
12/20/13,23,0.1,0.1,0
12/21/13,35,0.2,0.1,-0.3
12/22/13,36,0,-0.2,-0.2
12/23/13,39,0,0,-0.2
12/24/13,37,0,0,0.1
12/25/13,37,0,0,0
12/26/13,40,0,0,-0.1
12/27/13,42,0,0,-0.1
12/28/13,36,0,0,-0.1
12/29/13,31,0,0,-0.2
12/30/13,38,0,0,0
12/31/13,42,0,0,-0.2
1/1/14,39,0,0,-0.2
1/2/14,40,0,0,-0.2
1/3/14,39,0,0,-0.1
1/4/14,27,0,0,0
1/5/14,30,0,0,0
1/6/14,34,0,0,-0.1
1/7/14,36,0.2,0.2,-0.2
1/8/14,36,0.1,-0.1,0
1/9/14,34,0.1,0,-0.2
1/10/14,38,0,-0.1,0
1/11/14,40,0,0,-0.2
1/12/14,31,0,0,0
1/13/14,37,0,0,0.2
1/14/14,39,0,0,0
1/15/14,42,0,0,0
1/16/14,44,0,0,0
1/17/14,44,0,0,-0.2
1/18/14,45,0,0,0.2
1/19/14,43,0,0,-0.2
1/20/14,44,0,0,0
1/21/14,43,0,0,0.1
1/22/14,39,0,0,-0.2
1/23/14,36,0,0,0.4
1/24/14,40,0,0,-0.1
1/25/14,42,0,0,3
1/26/14,42,0,0,3.3
1/27/14,44,0.1,0.1,1.3
1/28/14,41,0,-0.1,0.8
1/29/14,41,1.8,1.8,0.4
1/30/14,33,0,-1.8,4.1
1/31/14,27,0.1,0.1,-1.7
2/1/14,26,0,-0.1,-1.5
2/2/14,25,0,0,-1.3
2/3/14,25,0.2,0.2,-0.3
2/4/14,22,0,-0.2,-0.8
2/5/14,24,0.1,0.1,-0.8
2/6/14,26,0.3,0.2,-0.8
2/7/14,33,0.3,0,-0.3
2/8/14,39,1,0.7,-0.3
2/9/14,38,1,0,2.7
2/10/14,37,0,-1,1.5
2/11/14,38,0,0,-0.4
2/12/14,42,0.8,0.8,-0.1
2/13/14,42,0.1,-0.7,0.1
2/14/14,45,0,-0.1,-0.2
2/15/14,48,0,0,1.6
2/16/14,37,0.3,0.3,-0.5
2/17/14,42,0,-0.3,-0.5
2/18/14,40,0,0,-0.7
2/19/14,30,0,0,-0.1
2/20/14,31,0,0,0
2/21/14,35,0,0,-0.8
2/22/14,38,0,0,-0.3
2/23/14,42,0,0,0
2/24/14,47,0,0,-0.3
2/25/14,48,0,0,0.5
2/26/14,48,0,0,0.7
2/27/14,38,0.3,0.3,0.5
2/28/14,37,0.3,0,0.4
3/1/14,36,0.8,0.5,0.2
3/2/14,38,0.3,-0.5,-0.3
3/3/14,40,0.3,0,0.1
3/4/14,38,0.3,0,0.8
3/5/14,43,0.2,-0.1,0.2
3/6/14,41,0.5,0.3,1.3
3/7/14,38,0,-0.5,-0.3
3/8/14,43,0,0,-0.6
3/9/14,47,0.6,0.6,-0.2
3/10/14,37,0.7,0.1,1.4
3/11/14,33,0,-0.7,-1.4
3/12/14,40,0,0,0
3/13/14,44,0,0,0.1
3/14/14,43,0,0,-0.7
3/15/14,45,0,0,-0.5
3/16/14,51,0,0,-0.3
3/17/14,34,0,0,-0.7
3/18/14,30,0,0,-1
3/19/14,38,0,0,-0.2
3/20/14,43,0,0,0
3/21/14,37,0,0,-0.5
3/22/14,37,0,0,-0.4
3/23/14,44,0,0,0.1
3/24/14,48,0,0,-0.1
3/25/14,47,0,0,0.1
3/26/14,36,0.2,0.2,0
3/27/14,35,0.3,0.1,0
3/28/14,40,0.1,-0.2,1.3
3/29/14,38,0.2,0.1,0.4
3/30/14,33,0.2,0,4.6
3/31/14,34,0.2,0,-1.8
4/1/14,30,0.4,0.2,-0.6
4/2/14,32,0.4,0,-0.7
4/3/14,37,0,-0.4,0
4/4/14,38,0,0,0.6
4/5/14,39,0,0,0.3
4/6/14,44,0.2,0.2,1.2
4/7/14,50,0,-0.2,-0.2
4/8/14,55,0,0,-1
4/9/14,53,0,0,-1
4/10/14,53,0,0,-0.8
4/11/14,56,0,0,-0.3
4/12/14,51,0,0,-0.6
4/13/14,40,0,0,-0.2
4/14/14,46,0,0,-0.9
4/15/14,48,0,0,-0.1
4/16/14,44,0,0,-0.3
4/17/14,52,0,0,-0.2
4/18/14,47,0,0,0
4/19/14,53,0,0,-0.2
4/20/14,48,0,0,-0.3
4/21/14,52,0,0,-0.3
4/22/14,40,0.2,0.2,-0.1
4/23/14,39,0.1,-0.1,-0.2
4/24/14,45,0.1,0,0.4
4/25/14,38,0.1,0,0.3
4/26/14,37,0,-0.1,0.2
4/27/14,37,0,0,0
4/28/14,39,0.1,0.1,-0.5
4/29/14,46,0,-0.1,0
4/30/14,51,0,0,0
5/1/14,59,0,0,0
5/2/14,64,0,0,-0.3
5/3/14,58,0,0,-0.4
5/4/14,53,0,0,-0.1
5/5/14,46,0,0,-0.3
5/6/14,42,0,0,-0.3
5/7/14,42,1,1,-0.5
5/8/14,46,0.6,-0.4,-0.1
5/9/14,44,0.5,-0.1,-0.3
5/10/14,36,0,-0.5,4.3
5/11/14,43,0,0,-0.2
5/12/14,47,0.1,0.1,-0.4
5/13/14,52,0,-0.1,-0.5
5/14/14,59,0.1,0.1,-0.2
5/15/14,64,0,-0.1,-0.5
5/16/14,63,0,0,-0.4
5/17/14,60,0,0,-0.6
5/18/14,50,0,0,-0.3
5/19/14,47,0,0,-0.5
5/20/14,45,0,0,-0.2
5/21/14,47,0.2,0.2,-0.5
5/22/14,55,0.2,0,-0.1
5/23/14,61,0,-0.2,-0.3
5/24/14,58,0,0,0
5/25/14,62,0,0,-0.3
5/26/14,64,0,0,-0.7
5/27/14,62,0,0,-0.5
5/28/14,53,0,0,-0.8
5/29/14,50,0,0,-0.5
5/30/14,59,0,0,-0.4
5/31/14,58,0,0,-0.5
6/1/14,58,0,0,-0.2
6/2/14,63,0,0,-0.1
6/3/14,62,0,0,-0.3
6/4/14,63,0,0,-0.4
6/5/14,65,0,0,-0.1
6/6/14,64,0,0,-0.2
6/7/14,62,0,0,0
6/8/14,62,0,0,-0.3
6/9/14,68,0,0,-0.3
6/10/14,65,0,0,-0.3
6/11/14,63,0,0,0.3
6/12/14,65,0,0,-0.1
6/13/14,52,0,0,0
6/14/14,52,0,0,-0.5
6/15/14,58,0,0,0.2
6/16/14,48,0,0,0.1
6/17/14,43,0,0,-0.3
6/18/14,51,0,0,-0.5
6/19/14,64,0.1,0.1,0.2
6/20/14,66,0,-0.1,0.3
6/21/14,63,0,0,0
6/22/14,65,0,0,0.1
6/23/14,69,0,0,-0.2
6/24/14,66,0,0,0.1
6/25/14,63,0.1,0.1,0.2
6/26/14,54,0.1,0,0
6/27/14,56,0,-0.1,-0.5
6/28/14,62,0,0,0
6/29/14,66,0,0,0.1
6/30/14,65,0,0,0
7/1/14,72,0.2,0.2,0.1
7/2/14,77,0,-0.2,0.1
7/3/14,74,0,0,0
7/4/14,74,0,0,0.3
7/5/14,73,0,0,0
7/6/14,78,0,0,0.1
7/7/14,78,0,0,-0.2
7/8/14,77,0,0,-0.1
7/9/14,71,0,0,0.1
7/10/14,72,0,0,-0.2
7/11/14,70,0,0,0.2
7/12/14,72,0,0,0
7/13/14,79,0,0,0
7/14/14,81,0,0,0.2
7/15/14,75,0,0,-0.1
7/16/14,74,0,0,0
7/17/14,73,0,0,-0.1
7/18/14,75,0,0,-0.1
7/19/14,75,0,0,0.1
7/20/14,68,0.1,0.1,0.2
7/21/14,59,0.1,0,-0.6
7/22/14,67,0.1,0,0.1
7/23/14,68,0,-0.1,-0.2
7/24/14,64,0,0,0
7/25/14,66,0,0,0.3
7/26/14,72,0.1,0.1,0
7/27/14,76,0,-0.1,-0.1
7/28/14,74,0,0,0.1
7/29/14,69,0.1,0.1,-0.2
7/30/14,71,0,-0.1,0.1
7/31/14,70,0.1,0.1,-0.3
8/1/14,72,0,-0.1,0
8/2/14,72,0.1,0.1,0.2
8/3/14,72,0,-0.1,0.2
8/4/14,65,0.2,0.2,-0.3
8/5/14,57,0.3,0.1,0
8/6/14,57,0,-0.3,-0.2
8/7/14,65,0.1,0.1,-0.2
8/8/14,69,0,-0.1,0.3
8/9/14,66,0.9,0.9,-0.1
8/10/14,71,0,-0.9,-0.2
8/11/14,67,0,0,0.3
8/12/14,64,0.1,0.1,0.4
8/13/14,65,0,-0.1,0.7
8/14/14,62,0,0,1.2
8/15/14,65,0,0,0.9
8/16/14,69,0,0,0.3
8/17/14,71,0,0,0.1
8/18/14,71,0,0,0.1
8/19/14,70,0,0,0
8/20/14,67,0,0,0
8/21/14,65,0,0,-0.3
8/22/14,60,0,0,-0.1
8/23/14,56,0,0,-0.5
8/24/14,59,0,0,0
8/25/14,56,0.3,0.3,-0.5
8/26/14,60,0.1,-0.2,0
8/27/14,65,0,-0.1,-0.1
8/28/14,71,0,0,-0.1
8/29/14,70,0,0,0.1
8/30/14,63,0,0,0.2
8/31/14,57,0,0,-0.5
9/1/14,62,0,0,-0.1
9/2/14,67,0,0,-0.1
9/3/14,59,0,0,-0.3
9/4/14,55,0,0,-0.1
9/5/14,61,0,0,-0.2
9/6/14,68,0,0,0.1
9/7/14,69,0,0,-0.2
9/8/14,65,0,0,-0.4
9/9/14,63,0,0,0.1
9/10/14,60,0,0,0.2
9/11/14,58,0,0,-0.2
9/12/14,62,0,0,-0.1
9/13/14,67,0,0,-0.1
9/14/14,68,0,0,-0.3
9/15/14,69,0,0,0.4
9/16/14,71,0,0,-0.5
9/17/14,71,0,0,0.3
9/18/14,65,0,0,0
9/19/14,64,0,0,-0.3
9/20/14,67,0,0,0.1
9/21/14,55,0.2,0.2,-0.1
9/22/14,60,0.1,-0.1,-0.2
9/23/14,65,0,-0.1,0.1
9/24/14,67,0,0,0
9/25/14,60,0,0,0
9/26/14,53,0,0,0
9/27/14,50,0.6,0.6,-0.3
9/28/14,49,0.3,-0.3,-0.2
9/29/14,46,1.2,0.9,-0.1
9/30/14,48,0,-1.2,14.5
10/1/14,44,0,0,-1.3
10/2/14,51,0,0,-1
10/3/14,56,0.1,0.1,-0.8
10/4/14,60,0,-0.1,-0.5
10/5/14,62,0,0,-0.6
10/6/14,64,0,0,-0.5
10/7/14,63,0,0,-0.4
10/8/14,63,0,0,-0.6
10/9/14,58,0,0,-0.7
10/10/14,57,0,0,0
10/11/14,54,0,0,-0.5
10/12/14,47,0,0,-0.3
10/13/14,54,0,0,-0.5
10/14/14,60,0,0,0
10/15/14,47,0.1,0.1,-0.5
10/16/14,48,0,-0.1,-0.1
10/17/14,54,0,0,0
10/18/14,54,0,0,-0.2
10/19/14,57,0,0,-0.2
10/20/14,57,0.1,0.1,0
10/21/14,42,0.1,0,-0.2
10/22/14,47,0.1,0,-0.1
10/23/14,49,0.2,0.1,0
10/24/14,55,0,-0.2,2.3
10/25/14,52,0,0,1.2
10/26/14,39,0.3,0.3,-0.4
10/27/14,38,0,-0.3,2.1
10/28/14,44,0,0,-0.4
10/29/14,51,0,0,-0.1
10/30/14,55,0.4,0.4,-0.3
10/31/14,53,0,-0.4,-0.2
11/1/14,36,1,1,-0.2
11/2/14,33,0.4,-0.6,1
11/3/14,36,0.1,-0.3,0.4
11/4/14,39,0,-0.1,0.4
11/5/14,47,0,0,1.1
11/6/14,51,0,0,0.9
11/7/14,50,0,0,1.5
11/8/14,51,0,0,0.4
11/9/14,51,0,0,-0.7
11/10/14,38,0,0,-1
11/11/14,33,0,0,-1
11/12/14,27,0,0,-0.5
11/13/14,33,0.3,0.3,-0.2
11/14/14,38,1,0.7,-0.3
11/15/14,26,0.3,-0.7,0.9
11/16/14,23,0,-0.3,0.5
11/17/14,35,0.1,0.1,-0.3
11/18/14,39,0,-0.1,-0.9
11/19/14,42,0.1,0.1,0.2
11/20/14,39,0,-0.1,-0.4
11/21/14,38,0,0,0.1
11/22/14,37,1.3,1.3,0.1
11/23/14,33,0,-1.3,4.2
11/24/14,35,0,0,-2
11/25/14,43,0,0,-0.9
11/26/14,48,0,0,1
11/27/14,54,0,0,-0.1
11/28/14,50,0,0,1.2
11/29/14,40,0.5,0.5,-0.5
11/30/14,29,0.2,-0.3,0.8
12/1/14,36,0.1,-0.1,-1.1
12/2/14,38,0.1,0,-0.1
12/3/14,40,0,-0.1,-0.6
12/4/14,41,0.4,0.4,1.8
12/5/14,41,0,-0.4,0.8
12/6/14,42,0,0,-1.8
12/7/14,42,0,0,-0.2
12/8/14,42,0,0,-0.2
12/9/14,42,0,0,-0.2
12/10/14,44,0.1,0.1,-0.4
12/11/14,47,0,-0.1,-0.7
12/12/14,39,0,0,0
12/13/14,32,0,0,0.5
12/14/14,27,0,0,-1.3
12/15/14,30,0.1,0.1,-0.8
12/16/14,31,0.1,0,-0.7
12/17/14,32,0,-0.1,0.1
12/18/14,32,0,0,-0.2
12/19/14,32,0.5,0.5,-0.4
12/20/14,33,1.5,1,0.2
12/21/14,43,0.4,-1.1,-0.2
12/22/14,40,0.4,0,7.7
12/23/14,36,0,-0.4,-1.9
12/24/14,35,0.3,0.3,-1.7
12/25/14,25,0.1,-0.2,-0.5
12/26/14,23,0,-0.1,-0.6
12/27/14,23,0.1,0.1,-0.4
12/28/14,29,0.3,0.2,-0.8
12/29/14,24,0.2,-0.1,-0.4
12/30/14,16,0,-0.2,-0.3
12/31/14,19,0,0,0.2
1/1/15,20,0,0,-0.2
1/2/15,24,0.1,0.1,-0.4
1/3/15,30,0,-0.1,-0.4
1/4/15,36,0.1,0.1,0.1
1/5/15,44,0,-0.1,-0.2
1/6/15,48,0,0,0
1/7/15,49,0,0,-0.2
1/8/15,47,0,0,0.1
1/9/15,42,0,0,0.6
1/10/15,39,0,0,0.2
1/11/15,39,0,0,-0.2
1/12/15,35,0.2,0.2,0.3
1/13/15,32,0,-0.2,-0.1
1/14/15,33,0,0,0.2
1/15/15,34,0,0,-0.2
1/16/15,40,0.1,0.1,-0.6
1/17/15,39,0,-0.1,-0.1
1/18/15,46,0.1,0.1,-0.5
1/19/15,38,0,-0.1,8.1
1/20/15,31,0,0,-2.1
1/21/15,32,0,0,-1.4
1/22/15,36,0,0,-1.3
1/23/15,38,0,0,-1.6
1/24/15,42,0.1,0.1,0
1/25/15,49,0,-0.1,-0.6
1/26/15,52,0,0,0.3
1/27/15,42,0.1,0.1,0.1
1/28/15,40,0,-0.1,0.7
1/29/15,40,0,0,0.4
1/30/15,36,0,0,-0.5
1/31/15,38,0,0,0.2
2/1/15,37,0.5,0.5,0
2/2/15,40,0,-0.5,-0.2
2/3/15,44,0,0,0.3
2/4/15,46,0,0,1.7
2/5/15,52,0,0,0
2/6/15,50,0.4,0.4,-0.5
2/7/15,45,0.3,-0.1,4
2/8/15,45,0.3,0,-2.3
2/9/15,40,0.7,0.4,1.1
2/10/15,38,0,-0.7,-1
2/11/15,41,0,0,-1.1
2/12/15,47,0,0,-0.4
2/13/15,51,0,0,-0.1
2/14/15,51,0,0,-0.3
2/15/15,42,0,0,-0.5
2/16/15,40,0,0,-0.2
2/17/15,40,0,0,-0.1
2/18/15,48,0,0,-0.5
2/19/15,49,0,0,0
2/20/15,38,0,0,0.1
2/21/15,33,0,0,-0.5
2/22/15,26,0,0,-0.6
2/23/15,29,0,0,-0.1
2/24/15,40,0,0,-0.8
2/25/15,42,0,0,-0.3
2/26/15,35,0,0,-0.1
2/27/15,32,0.3,0.3,0.5
2/28/15,32,0,-0.3,0.2
3/1/15,34,0,0,0.1
3/2/15,34,0.3,0.3,0.9
3/3/15,28,0,-0.3,0.6
3/4/15,32,0,0,-0.1
3/5/15,40,0,0,0.2
3/6/15,47,0,0,-0.2
3/7/15,49,0,0,0.2
3/8/15,49,0,0,0.1
3/9/15,48,0,0,0
3/10/15,51,0,0,-0.4
3/11/15,45,0.2,0.2,-0.1
3/12/15,44,0,-0.2,0.7
3/13/15,49,0,0,0.3
3/14/15,52,0,0,-0.4
3/15/15,55,0,0,-0.1
3/16/15,50,0,0,-0.2
3/17/15,49,0,0,-0.4
3/18/15,43,0,0,-0.4
3/19/15,46,0,0,-0.3
3/20/15,53,0,0,-0.1
3/21/15,49,0,0,-0.5
3/22/15,47,0,0,-0.2
3/23/15,38,0.3,0.3,-0.3
3/24/15,38,0.5,0.2,1.2
3/25/15,42,0,-0.5,2.1
3/26/15,50,0,0,1.2
3/27/15,57,0,0,-0.6
3/28/15,50,0,0,-0.6
3/29/15,51,0,0,-0.6
3/30/15,57,0,0,-0.6
3/31/15,48,0,0,-0.1
4/1/15,34,0,0,-0.8
4/2/15,35,0,0,-0.3
4/3/15,40,0,0,-0.7
4/4/15,43,0,0,-0.2
4/5/15,37,0.1,0.1,-0.1
4/6/15,35,0,-0.1,-0.3
4/7/15,37,0.7,0.7,0
4/8/15,35,0,-0.7,0.1
4/9/15,41,0,0,1.3
4/10/15,48,0,0,3.7
4/11/15,43,0,0,-0.5
4/12/15,42,0,0,-0.8
4/13/15,53,0,0,-0.7
4/14/15,33,0,0,-0.4
4/15/15,33,0,0,-0.4
4/16/15,43,0.1,0.1,0.4
4/17/15,52,0,-0.1,-0.3
4/18/15,52,0,0,-0.5
4/19/15,52,0,0,-0.3
4/20/15,55,0.1,0.1,-0.5
4/21/15,58,0,-0.1,-0.5
4/22/15,53,0,0,-0.4
4/23/15,49,0,0,-0.2
4/24/15,38,0.5,0.5,-0.3
4/25/15,36,0.5,0,0.6
4/26/15,39,0,-0.5,3.6
4/27/15,48,0,0,1.6
4/28/15,56,0.1,0.1,-0.8
4/29/15,57,0,-0.1,-0.7
4/30/15,51,0,0,-0.7
5/1/15,57,0,0,-1.1
5/2/15,60,0,0,-0.4
5/3/15,59,0,0,-0.5
5/4/15,58,0,0,-0.5
5/5/15,55,0,0,-0.8
5/6/15,46,0,0,-0.4
5/7/15,40,0,0,-0.5
5/8/15,46,0,0,-0.6
5/9/15,50,0,0,-0.1
5/10/15,54,0,0,-0.6
5/11/15,53,0,0,-0.5
5/12/15,47,0,0,-0.4
5/13/15,45,0,0,-0.5
5/14/15,46,0.2,0.2,-0.5
5/15/15,40,0.5,0.3,-0.3
5/16/15,44,0.1,-0.4,-0.1
5/17/15,49,0,-0.1,0.1
5/18/15,46,0.2,0.2,0.1
5/19/15,46,0.5,0.3,0.3
5/20/15,48,0,-0.5,6.6
5/21/15,49,0.3,0.3,0.4
5/22/15,48,0.1,-0.2,1.4
5/23/15,49,0.3,0.2,0.3
5/24/15,53,0.1,-0.2,1
5/25/15,53,0,-0.1,-0.3
5/26/15,54,0.2,0.2,-0.6
5/27/15,56,0,-0.2,0
5/28/15,59,0,0,-0.6
5/29/15,62,0,0,-0.8
5/30/15,65,0,0,-0.5
5/31/15,67,0,0,-0.6
6/1/15,60,0,0,-0.6
6/2/15,55,0,0,-0.4
6/3/15,55,0,0,-0.5
6/4/15,53,0,0,-0.6
6/5/15,56,0.2,0.2,-0.3
6/6/15,58,0.1,-0.1,-0.2
6/7/15,64,0,-0.1,-0.2
6/8/15,69,0.1,0.1,0.1
6/9/15,72,0,-0.1,-0.5
6/10/15,62,0,0,-0.3
6/11/15,65,0,0,-0.1
6/12/15,68,0,0,-0.4
6/13/15,66,0,0,-0.3
6/14/15,66,0,0,-0.6
6/15/15,67,0,0,-0.2
6/16/15,68,0,0,-0.6
6/17/15,71,0,0,-0.3
6/18/15,70,0,0,-0.1
6/19/15,67,0,0,-0.6
6/20/15,67,0,0,-0.1
6/21/15,67,0,0,-0.2
6/22/15,65,0,0,-0.6
6/23/15,70,0,0,-0.2
6/24/15,72,0,0,0
6/25/15,74,0,0,0
6/26/15,78,0.1,0.1,-0.2
6/27/15,80,0,-0.1,-0.3
6/28/15,80,0,0,-0.1
6/29/15,77,0,0,-0.1
6/30/15,78,0,0,0
7/1/15,78,0,0,0
7/2/15,78,0,0,-0.3
7/3/15,76,0,0,0.1
7/4/15,72,0,0,-0.1
7/5/15,62,0,0,-0.2
7/6/15,69,0,0,-0.6
7/7/15,68,0,0,0.1
7/8/15,59,0.4,0.4,0
7/9/15,60,0,-0.4,-0.3
7/10/15,58,0.3,0.3,0
7/11/15,60,0.2,-0.1,-0.1
7/12/15,61,0,-0.2,0
7/13/15,61,0.1,0.1,-0.2
7/14/15,65,0,-0.1,0.4
7/15/15,66,0.1,0.1,-0.2
7/16/15,69,0,-0.1,0.2
7/17/15,63,0,0,0.2
7/18/15,60,0,0,-0.2
7/19/15,67,0.1,0.1,0.2
7/20/15,72,0,-0.1,-0.1
7/21/15,70,0,0,0.3
7/22/15,60,0.3,0.3,-0.1
7/23/15,62,0,-0.3,-0.3
7/24/15,64,0,0,0.1
7/25/15,67,0,0,0.1
7/26/15,65,0,0,0
7/27/15,55,0,0,0.2
7/28/15,59,0,0,-0.5
7/29/15,67,0,0,0.1
7/30/15,74,0.1,0.1,0
7/31/15,76,0,-0.1,0.2
8/1/15,79,0,0,0.3
8/2/15,70,0,0,-0.4
8/3/15,69,0,0,0
8/4/15,70,0,0,0
8/5/15,64,0,0,-0.1
8/6/15,68,0,0,-0.3
8/7/15,58,0.1,0.1,0.3
8/8/15,60,0,-0.1,-0.6
8/9/15,67,0.1,0.1,0.1
8/10/15,70,0,-0.1,-0.1
8/11/15,72,0,0,0.3
8/12/15,72,0,0,0.1
8/13/15,74,0,0,-0.1
8/14/15,71,0,0,0.2
8/15/15,65,0,0,0.1
8/16/15,69,0,0,-0.3
8/17/15,70,0,0,-0.1
8/18/15,69,0,0,-0.2
8/19/15,72,0,0,-0.2
8/20/15,72,0,0,0.2
8/21/15,70,0,0,-0.2
8/22/15,66,0,0,0
8/23/15,73,0,0,0.1
8/24/15,73,0,0,0
8/25/15,74,0,0,0
8/26/15,72,0,0,0
8/27/15,71,0,0,-0.1
8/28/15,72,0,0,-0.1
8/29/15,68,0.1,0.1,0
8/30/15,60,0,-0.1,0
8/31/15,64,0,0,-0.1
9/1/15,69,0,0,0
9/2/15,65,0,0,0
9/3/15,58,0,0,-0.2
9/4/15,51,0,0,0
9/5/15,47,0,0,-0.3
9/6/15,53,0,0,0
9/7/15,60,0,0,-0.1
9/8/15,64,0,0,0.2
9/9/15,70,0,0,-0.1
9/10/15,73,0,0,0.2
9/11/15,74,0,0,-0.2
9/12/15,74,0,0,0.2
9/13/15,73,0,0,-0.2
9/14/15,63,0.2,0.2,0.3
9/15/15,52,0.2,0,0
9/16/15,46,0.2,0,-0.7
9/17/15,47,0,-0.2,-0.3
9/18/15,51,0,0,0
9/19/15,60,0,0,0.2
9/20/15,65,0,0,-0.3
9/21/15,67,0,0,0.3
9/22/15,67,0,0,0.1
9/23/15,64,0,0,0.1
9/24/15,67,0,0,-0.1
9/25/15,69,0,0,-0.1
9/26/15,67,0,0,-0.1
9/27/15,64,0,0,0.3
9/28/15,65,0,0,0
9/29/15,67,0,0,-0.2
9/30/15,62,0,0,0.2
10/1/15,53,1.1,1.1,-0.1
10/2/15,54,0.2,-0.9,-0.3
10/3/15,51,0.1,-0.1,4.5
10/4/15,53,0.3,0.2,0.9
10/5/15,57,0,-0.3,0.5
10/6/15,60,0,0,-0.3
10/7/15,61,0,0,0.2
10/8/15,62,0,0,-0.1
10/9/15,66,0,0,0.1
10/10/15,66,0,0,-0.3
10/11/15,57,0,0,-0.2
10/12/15,63,0,0,-0.5
10/13/15,65,0,0,-0.3
10/14/15,67,0,0,0.1
10/15/15,67,0,0,-0.2
10/16/15,64,0,0,-0.3
10/17/15,54,0,0,0
10/18/15,48,0.9,0.9,-0.5
10/19/15,43,0.6,-0.3,-0.1
10/20/15,46,0,-0.6,8
10/21/15,48,0,0,-0.4
10/22/15,49,0,0,-0.4
10/23/15,48,0.1,0.1,-0.5
10/24/15,51,0,-0.1,-0.3
10/25/15,51,0,0,-0.5
10/26/15,50,0,0,-0.1
10/27/15,49,0,0,-0.7
10/28/15,45,0.2,0.2,-0.2
10/29/15,42,0,-0.2,0
10/30/15,44,0.1,0.1,1.2
10/31/15,52,0,-0.1,-0.5
11/1/15,50,0.1,0.1,0
11/2/15,36,0.6,0.5,-0.5
11/3/15,32,0,-0.6,4.7
11/4/15,30,0,0,-0.8
11/5/15,31,0.1,0.1,-0.7
